EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,2pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Fg2aBlocked,ShortMidRangeAssists,BadPassTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,HeaveAttempts,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,3SecondViolations,ShortMidRangePctBlocked,Corner3PctBlocked,Defensive 3 Seconds Violations,Clear Path Fouls,team_id,year,season,team_vs
201588-202324-203918-203957-2564,1610612762,"George Hill, Derrick Favors, Rodney Hood, Dante Exum, Boris Diaw","Hill, Favors, Hood, Exum, Diaw",201588-202324-203918-203957-2564,UTA,139.0,1,2.0,8.0,5.0,4.0,,,,9.0,1.0,1.0,,,,,,,1.0,2.0,,,,,1.0,2.0,,,2.0,3.0,1.0,2.0,1.0,8.0,,,,,,,,,,,4.0,,3.0,,,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,,,1.0,3.0,4.0,,4.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,8.0,,,,,1.0,1.0,1.0,0.5,,0.5,0.6666666666666666,,,0.7,,,0.8,,,0.4,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,93.23741007194243,,12.2,19.5,12.2,19.5,0.2,1.0,1.0,1.0,,,,0.4,0.5,0.5,1.0,,,,,0.4,0.5,0.5,1.0,,,,,,,,,0.6,0.5,0.54969,,,0.2,0.3333333333333333,,,,11.5,25.7,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202324-203918-204060-2207,1610612762,"George Hill, Derrick Favors, Rodney Hood, Joe Ingles, Joe Johnson","Hill, Favors, Hood, Ingles, Johnson",201588-202324-203918-204060-2207,UTA,1283.0,4,21.0,-12.0,38.0,39.0,9.0,8.0,3.0,77.0,10.0,13.0,1.0,2.0,1.0,2.0,3.0,7.0,1.0,4.0,1.0,2.0,,,3.0,6.0,,1.0,14.0,24.0,4.0,8.0,6.0,46.0,58.0,1.0,2.0,2.0,3.0,6.0,,1.0,2.0,8.0,18.0,10.0,12.0,,,6.0,3.0,9.0,4.0,13.0,3.0,1.0,9.0,,30.0,,3.0,3.0,7.0,10.0,3.0,13.0,2.0,1.0,1.0,,5.0,1.0,5.0,2.0,7.0,1.0,5.0,7.0,,2.0,,2.0,1.0,1.0,1.0,1.0,44.0,8.0,9.0,2.0,1.0,0.6428571428571429,0.6428571428571429,1.0,0.5,,0.5,0.5833333333333334,0.5,0.5,0.625,0.5,0.42857142857142855,0.6388888888888888,0.3333333333333333,0.5,0.25,1.0,0.6363636363636364,0.3,1.0,,0.7142857142857143,0.21428571428571427,0.3333333333333333,0.25,,1.0,0.5,1.0,1.0,,0.14285714285714285,86.4224473889322,1.0,15.842105263157896,17.46153846153846,15.605263157894736,16.846153846153847,0.40625,0.7692307692307693,0.7692307692307693,0.9,0.21875,0.42857142857142855,0.42857142857142855,0.125,0.25,0.25,,0.0625,0.5,0.5,1.0,0.1875,0.5,0.5,1.0,1.0,0.5,0.2857142857142857,0.5,,,0.14285714285714285,,0.65625,0.5,0.5294296875,0.70705,0.4187,0.058823529411764705,0.07692307692307693,,0.043478260869565216,0.17391304347826086,6.566666666666666,25.2,0.23684210526315788,,,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1610612762,2017,2016-17,True
201588-202324-203918-204060-2564,1610612762,"George Hill, Derrick Favors, Rodney Hood, Joe Ingles, Boris Diaw","Hill, Favors, Hood, Ingles, Diaw",201588-202324-203918-204060-2564,UTA,149.0,2,2.0,4.0,5.0,3.0,,,1.0,8.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,2.0,3.0,1.0,1.0,,7.0,3.0,1.0,1.0,2.0,,,,,,,2.0,2.0,3.0,,2.0,,,1.0,1.0,2.0,,1.0,1.0,,5.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,5.0,,,,,0.5,1.0,1.0,1.0,,1.0,0.6666666666666666,1.0,,0.875,1.0,,0.875,1.0,,0.25,,0.6666666666666666,1.0,,,0.6666666666666666,1.0,,,,0.5,,1.0,,,,77.31543624161074,1.0,12.0,29.666666666666668,12.0,22.333333333333332,0.5,1.0,1.0,0.5,,,,0.25,,,,0.25,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,0.75,,0.609875,0.5977,,,,,0.2857142857142857,,6.7,24.5,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612762,2017,2016-17,True
201588-202324-203957-204060-2564,1610612762,"George Hill, Derrick Favors, Dante Exum, Joe Ingles, Boris Diaw","Hill, Favors, Exum, Ingles, Diaw",201588-202324-203957-204060-2564,UTA,116.0,1,2.0,-2.0,4.0,4.0,,4.0,,8.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,,3.0,5.0,,,,,,,,,,,,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.5,,0.5,,,,0.5,,,0.5,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,99.3103448275862,,14.5,14.5,14.5,13.25,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.5751000000000001,,,,,,,,2.4,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203481-203918-2207,1610612762,"George Hill, Gordon Hayward, Jeff Withey, Rodney Hood, Joe Johnson","Hill, Hayward, Withey, Hood, Johnson",201588-202330-203481-203918-2207,UTA,440.0,3,7.0,-8.0,9.0,13.0,2.0,3.0,2.0,22.0,1.0,1.0,1.0,1.0,,,3.0,4.0,1.0,3.0,,1.0,,,,1.0,,,5.0,8.0,,2.0,2.0,12.0,20.0,1.0,1.0,4.0,1.0,1.0,,,2.0,4.0,2.0,8.0,,,2.0,1.0,,1.0,,1.0,,,,,2.0,2.0,1.0,2.0,3.0,5.0,3.0,8.0,,,,,,,1.0,2.0,3.0,,5.0,2.0,,,,1.0,,,,,8.0,4.0,2.0,,1.0,0.2,0.25,,,,,0.625,1.0,1.0,0.5,1.0,1.0,0.5454545454545454,1.0,1.0,0.2,,0.5,0.3333333333333333,1.0,1.0,0.625,0.6,,,1.0,,0.6666666666666666,0.5,1.0,,,72.0,,23.333333333333332,17.692307692307693,23.0,17.153846153846153,0.1,1.0,1.0,,0.4,0.75,1.0,0.3,0.3333333333333333,0.3333333333333333,,0.1,,,,0.1,,,,1.0,1.0,,,,,,,0.3,,0.440805,0.5176,0.4157,,,,0.3333333333333333,0.3333333333333333,9.7625,25.9,0.2222222222222222,,,,,,,0.5,,,,1.0,,,,,,,2.0,1.0,1.0,,,,,,2.0,,,0.125,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,0.25,,,,1610612762,2017,2016-17,True
201588-202330-203481-203918-2564,1610612762,"George Hill, Gordon Hayward, Jeff Withey, Rodney Hood, Boris Diaw","Hill, Hayward, Withey, Hood, Diaw",201588-202330-203481-203918-2564,UTA,121.0,1,2.0,3.0,4.0,3.0,,,2.0,7.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,2.0,,1.0,1.0,3.0,,,1.0,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,1.0,,2.0,1.0,,,3.0,3.0,1.0,4.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,,3.0,,,,,1.0,1.0,,,,,0.5,,,0.3333333333333333,,,0.375,,,0.3333333333333333,1.0,1.0,,,1.0,1.0,0.5,,,1.0,1.0,1.0,1.0,,,,83.30578512396694,,16.75,18.0,12.25,18.0,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.5981833333333334,0.3766,,0.25,0.3333333333333333,,,,9.8,25.1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203481-204060-2207,1610612762,"George Hill, Gordon Hayward, Jeff Withey, Joe Ingles, Joe Johnson","Hill, Hayward, Withey, Ingles, Johnson",201588-202330-203481-204060-2207,UTA,155.0,1,3.0,6.0,6.0,6.0,3.0,,2.0,12.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,10.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,7.0,4.0,,3.0,,,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,7.0,,2.0,1.0,1.0,4.0,2.0,6.0,,1.0,,1.0,,,1.0,1.0,1.0,,3.0,4.0,,2.0,,,,,,,6.0,7.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.7,1.0,0.625,0.7142857142857143,1.0,0.7,0.2,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,111.48387096774194,,10.666666666666666,15.166666666666666,9.333333333333334,15.166666666666666,0.4,0.5,1.0,1.0,0.2,1.0,1.0,0.2,,,,,,,,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,0.25,1.0,0.6,1.0,0.5621,0.9011,0.609875,0.2857142857142857,0.3333333333333333,,0.4,0.7,6.15,24.4,0.5,,,,,,,1.0,,2.0,,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,0.25,0.5,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203481-204060-2564,1610612762,"George Hill, Gordon Hayward, Jeff Withey, Joe Ingles, Boris Diaw","Hill, Hayward, Withey, Ingles, Diaw",201588-202330-203481-204060-2564,UTA,20.0,1,,-1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3855,0.3855,,,,,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203497-203918-204060,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Rodney Hood, Joe Ingles","Hill, Hayward, Gobert, Hood, Ingles",201588-202330-203497-203918-204060,UTA,169.0,2,3.0,-2.0,6.0,5.0,3.0,3.0,,11.0,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,1.0,2.0,,2.0,4.0,6.0,8.0,,,,1.0,1.0,,,4.0,6.0,2.0,,,,,2.0,,1.0,,1.0,,,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,5.0,4.0,,,,2.0,,,,,6.0,6.0,3.0,,2.0,1.0,1.0,,,,,0.5,,1.0,0.25,,1.0,0.5,,1.0,0.5,,,,1.0,,1.0,,,,,,,,1.0,,,93.72781065088756,,13.666666666666666,17.4,13.666666666666666,17.4,,,,,0.25,1.0,1.0,0.25,,,,,,,,0.5,,,,,,,,,,,,0.5,,0.4457875,,0.4048,,,,,1.0,16.05,27.1,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203497-203918-2207,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Rodney Hood, Joe Johnson","Hill, Hayward, Gobert, Hood, Johnson",201588-202330-203497-203918-2207,UTA,1177.0,5,20.0,2.0,37.0,39.0,21.0,14.0,2.0,76.0,9.0,11.0,2.0,2.0,6.0,6.0,,4.0,3.0,7.0,,,,,4.0,6.0,,2.0,12.0,22.0,4.0,6.0,10.0,46.0,44.0,2.0,2.0,4.0,7.0,12.0,,2.0,7.0,21.0,10.0,14.0,12.0,,4.0,5.0,4.0,5.0,4.0,9.0,4.0,,5.0,,22.0,,3.0,9.0,7.0,17.0,3.0,20.0,1.0,1.0,,1.0,2.0,,4.0,5.0,12.0,3.0,10.0,16.0,,4.0,2.0,2.0,,,,,42.0,21.0,21.0,3.0,2.0,0.4166666666666667,0.5,1.0,0.6666666666666666,,0.8,0.5454545454545454,1.0,0.5833333333333334,0.6428571428571429,1.0,0.5,0.6764705882352942,1.0,0.5526315789473685,0.21428571428571427,0.5,0.7,0.3,0.75,,0.7272727272727273,0.2727272727272727,,0.5,,1.0,1.0,0.5,0.75,0.75,0.09090909090909091,92.982158028887,,12.135135135135135,18.666666666666668,12.08108108108108,17.512820512820515,0.39285714285714285,0.8181818181818182,0.8181818181818182,0.5555555555555556,0.14285714285714285,,,0.25,0.42857142857142855,0.42857142857142855,,,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.42857142857142855,1.0,,,0.14285714285714285,,0.6071428571428571,0.8,0.5247796296296297,0.8626,0.5000807692307692,0.1875,0.16666666666666666,0.25,0.08695652173913043,0.45652173913043476,7.79090909090909,28.816666666666666,0.5675675675675675,,,,2.0,,,0.25,,1.0,,2.0,,1.0,,,,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,1610612762,2017,2016-17,True
201588-202330-203497-203918-2564,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Rodney Hood, Boris Diaw","Hill, Hayward, Gobert, Hood, Diaw",201588-202330-203497-203918-2564,UTA,170.0,2,3.0,-2.0,5.0,6.0,,3.0,1.0,11.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,1.0,3.0,,,2.0,4.0,6.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,2.0,,2.0,,1.0,,2.0,2.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,1.0,,,1.0,0.5,0.5,1.0,,0.6666666666666666,0.5,,0.5,,,0.5,,1.0,,,93.17647058823529,,14.2,16.5,13.0,15.666666666666666,,,,,0.6666666666666666,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.38506666666666667,,,0.25,0.25,,0.5,,8.033333333333333,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1610612762,2017,2016-17,True
201588-202330-203497-203957-2564,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Dante Exum, Boris Diaw","Hill, Hayward, Gobert, Exum, Diaw",201588-202330-203497-203957-2564,UTA,149.0,1,2.0,3.0,5.0,4.0,,,,9.0,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,3.0,3.0,,,2.0,8.0,5.0,,,,,,,,,,2.0,4.0,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,8.0,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,86.97986577181207,,13.8,20.0,13.8,20.0,0.3333333333333333,1.0,1.0,1.0,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.44683333333333336,,,0.25,0.25,,,,11.066666666666668,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203497-204060-2207,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Joe Ingles, Joe Johnson","Hill, Hayward, Gobert, Ingles, Johnson",201588-202330-203497-204060-2207,UTA,1337.0,4,22.0,15.0,41.0,42.0,5.0,6.0,2.0,83.0,7.0,10.0,,1.0,1.0,2.0,1.0,5.0,4.0,7.0,,2.0,,,7.0,12.0,1.0,1.0,12.0,22.0,7.0,14.0,5.0,50.0,35.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,5.0,18.0,6.0,15.0,6.0,,12.0,7.0,9.0,5.0,14.0,5.0,,7.0,2.0,33.0,1.0,1.0,7.0,10.0,18.0,2.0,20.0,,4.0,3.0,1.0,3.0,,3.0,3.0,11.0,,8.0,6.0,,3.0,,,2.0,1.0,2.0,1.0,48.0,5.0,5.0,1.0,,0.75,0.75,0.7142857142857143,0.5,1.0,0.5,0.5454545454545454,0.5,0.3333333333333333,0.625,0.5,0.625,0.6410256410256411,0.5,0.625,0.3888888888888889,1.0,0.7142857142857143,0.1,0.7777777777777778,0.14285714285714285,0.7391304347826086,0.11764705882352941,,,0.2,0.6666666666666666,0.5714285714285714,1.0,0.875,,,89.3941660433807,0.5,12.853658536585366,19.285714285714285,12.609756097560975,17.642857142857142,0.2777777777777778,0.7,0.7,1.0,0.1388888888888889,0.2,0.2,0.19444444444444445,0.5714285714285714,0.5714285714285714,0.5,0.05555555555555555,,,,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.5,,0.5,0.5,,,0.25,1.0,0.6666666666666666,0.5833333333333334,0.5436333333333333,0.5485,0.4942875,0.07692307692307693,0.12,,0.04,0.1,8.595454545454546,25.400000000000002,0.12195121951219512,,,,,,,0.3333333333333333,,1.0,,,,1.0,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203497-204060-2564,1610612762,"George Hill, Gordon Hayward, Rudy Gobert, Joe Ingles, Boris Diaw","Hill, Hayward, Gobert, Ingles, Diaw",201588-202330-203497-204060-2564,UTA,1963.0,6,33.0,-21.0,59.0,62.0,,2.0,4.0,121.0,5.0,10.0,,1.0,,,2.0,7.0,6.0,14.0,,3.0,,,6.0,15.0,,,13.0,31.0,6.0,18.0,5.0,49.0,70.0,,1.0,4.0,,,,,,,6.0,20.0,18.0,,,15.0,6.0,3.0,6.0,9.0,6.0,,2.0,1.0,24.0,1.0,3.0,12.0,10.0,23.0,4.0,27.0,,1.0,1.0,,6.0,5.0,11.0,7.0,12.0,,14.0,11.0,,6.0,,,1.0,1.0,1.0,1.0,45.0,,,,,0.23076923076923078,0.23076923076923078,1.0,0.3333333333333333,,0.3333333333333333,0.41935483870967744,,,0.4489795918367347,0.75,,0.4528301886792453,0.6666666666666666,,0.3673469387755102,0.5454545454545454,0.8333333333333334,0.16666666666666666,0.8,0.09090909090909091,0.8148148148148148,0.13793103448275862,,0.4,0.125,0.8,1.0,0.8,0.8461538461538461,0.5,,88.76209882832399,1.0,15.745762711864407,16.677419354838708,15.35593220338983,16.306451612903224,0.20408163265306123,0.5,0.7142857142857143,0.4,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.061224489795918366,,,,0.30612244897959184,0.4,0.42857142857142855,1.0,0.5,,,,,,,,0.5714285714285714,0.4,0.5124521276595745,0.4784,,0.11320754716981132,0.17142857142857143,,0.08163265306122448,,9.94516129032258,25.077777777777776,,1.0,1.0,2.0,2.0,0.1111111111111111,0.06666666666666667,0.125,0.5,1.0,2.0,5.0,1.0,1.0,,,1.0,1.0,1.0,3.0,,1.0,2.0,,,,,,1.0,0.0967741935483871,0.3,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,0.3333333333333333,,,1610612762,2017,2016-17,True
201588-202330-203918-204060-2207,1610612762,"George Hill, Gordon Hayward, Rodney Hood, Joe Ingles, Joe Johnson","Hill, Hayward, Hood, Ingles, Johnson",201588-202330-203918-204060-2207,UTA,14.0,2,,-1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,4.0,,,,,,1.0,1.0,,3.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,,,,,,411.42857142857144,,4.5,2.5,4.5,2.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,0.40095,,0.40095,,,,,1.0,,27.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-203918-2207-2564,1610612762,"George Hill, Gordon Hayward, Rodney Hood, Joe Johnson, Boris Diaw","Hill, Hayward, Hood, Johnson, Diaw",201588-202330-203918-2207-2564,UTA,228.0,2,4.0,-15.0,8.0,9.0,5.0,4.0,,17.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,2.0,,2.0,1.0,3.0,,2.0,,2.0,17.0,,,,,1.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,,,,1.0,,,,,2.0,,5.0,1.0,1.0,,,,,,,0.3333333333333333,,,0.2,,,0.16666666666666666,,,0.4,1.0,1.0,,,,1.0,,,,,,,1.0,,,,107.36842105263159,,16.75,10.444444444444445,16.75,10.444444444444445,0.2,,,,0.2,,,0.2,1.0,1.0,,,,,,0.4,,,,,,0.3333333333333333,,,,0.6666666666666666,,0.6,,0.44848999999999994,,0.49371666666666664,,,,,,9.799999999999999,24.25,0.625,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
201588-202330-204060-2207-2564,1610612762,"George Hill, Gordon Hayward, Joe Ingles, Joe Johnson, Boris Diaw","Hill, Hayward, Ingles, Johnson, Diaw",201588-202330-204060-2207-2564,UTA,5.0,3,,-2.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,864.0,,2.0,1.5,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,True
