EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG2M,SecondChanceFG3A,PenaltyFG2M,PtsUnassisted2s,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,LongMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,AtRimAssists,ShortMidRangeAssists,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3Assists,LostBallSteals,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg2aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,BlockingFouls,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,ShortMidRangePctBlocked,HeaveAttempts,HeaveMakes,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
101107-201584-201946-202391-202689,1610612766,"Marvin Williams, Courtney Lee, Tyler Hansbrough, Jeremy Lin, Kemba Walker","Williams, Lee, Hansbrough, Lin, Walker",101107-201584-201946-202391-202689,CHA,34.0,1,1.0,-2.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,84.70588235294117,25.0,9.0,25.0,9.0,,,0.5,,,,,,,0.5,,0.35735,,,13.7,26.4,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,0.5,,1.0,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202391-202689-203469,1610612766,"Marvin Williams, Courtney Lee, Jeremy Lin, Kemba Walker, Cody Zeller","Williams, Lee, Lin, Walker, Zeller",101107-201584-202391-202689-203469,CHA,1873.0,7,31.0,-1.0,60.0,61.0,11.0,15.0,121.0,10.0,2.0,12.0,6.0,21.0,1.0,5.0,31.0,7.0,23.0,16.0,71.0,72.0,4.0,1.0,5.0,7.0,16.0,15.0,21.0,6.0,5.0,13.0,4.0,31.0,9.0,21.0,26.0,1.0,1.0,4.0,1.0,6.0,16.0,15.0,,19.0,,66.0,16.0,11.0,0.7142857142857143,0.30434782608695654,0.2,0.30434782608695654,0.5092592592592593,0.5,0.5725806451612904,0.6666666666666666,0.42592592592592593,0.6,0.6428571428571429,0.375,0.6666666666666666,93.02722904431394,15.716666666666667,15.245901639344263,14.866666666666667,14.245901639344263,0.18518518518518517,0.2222222222222222,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.2,0.6111111111111112,0.2857142857142857,0.4809388888888889,0.45771111111111107,0.22535211267605634,10.283870967741937,25.756521739130434,0.18333333333333332,9.0,0.15254237288135594,0.25,3.0,2.0,0.75,5.0,4.0,1.0,9.0,2.0,,,17.0,3.0,3.0,18.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.5483870967741935,0.75,1.0,0.14285714285714285,0.1875,0.16666666666666666,0.3333333333333333,0.2,1.0,0.03333333333333333,0.4,0.4,0.16666666666666666,0.037037037037037035,,0.5,,0.500775,7.0,2.0,5.0,16.0,6.0,8.0,3.0,9.0,1.0,,0.47058823529411764,0.47058823529411764,0.625,0.6923076923076923,0.7777777777777778,0.5,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.07042253521126761,,,6.0,,,,2.0,3.0,,0.5,0.2,0.5,0.6666666666666666,0.6666666666666666,0.5,,,1.0,1.0,2.0,,1.0,,4.0,2.0,2.0,2.0,0.5,0.5,1.0,,1.0,3.0,1.0,,,,1.0,,,2.0,,1.0,,0.3333333333333333,,,,,,0.5,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202391-202689-2744,1610612766,"Marvin Williams, Courtney Lee, Jeremy Lin, Kemba Walker, Al Jefferson","Williams, Lee, Lin, Walker, Jefferson",101107-201584-202391-202689-2744,CHA,1016.0,7,17.0,7.0,34.0,32.0,5.0,8.0,66.0,14.0,5.0,5.0,4.0,7.0,1.0,1.0,24.0,6.0,10.0,2.0,38.0,31.0,5.0,1.0,1.0,2.0,7.0,15.0,7.0,4.0,5.0,9.0,3.0,23.0,8.0,15.0,20.0,,2.0,4.0,,6.0,7.0,4.0,,2.0,,33.0,7.0,5.0,0.8333333333333334,0.6,1.0,0.6,0.5294117647058824,0.4166666666666667,0.5428571428571428,0.5,0.29411764705882354,0.8,0.875,0.6,1.0,93.54330708661418,16.352941176470587,14.375,15.823529411764707,14.0625,0.4117647058823529,0.14705882352941177,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.75,0.8333333333333334,0.16666666666666666,1.0,0.7058823529411765,0.5714285714285714,0.5334191176470588,0.6040333333333333,0.18421052631578946,6.295833333333333,24.830000000000002,0.14705882352941177,,,,2.0,1.0,0.5,4.0,5.0,1.0,5.0,3.0,,,9.0,1.0,1.0,10.0,,5.0,1.0,5.0,1.0,5.0,4.0,,1.0,,1.0,0.375,0.2,0.5,0.3333333333333333,,0.2631578947368421,,,1.0,0.058823529411764705,0.35714285714285715,0.4166666666666667,0.14705882352941177,0.08823529411764706,,0.2,,0.53067,2.0,,5.0,8.0,3.0,4.0,1.0,6.0,,,0.4444444444444444,0.5,0.5,1.0,1.0,1.0,0.4,0.4,0.5,0.13157894736842105,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,0.25,0.5,,0.4,0.4,0.4,0.5,0.8,0.25,2.0,2.0,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,1.0,0.08333333333333333,0.14285714285714285,,0.5555555555555556,,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202391-203087-203469,1610612766,"Marvin Williams, Courtney Lee, Jeremy Lin, Jeremy Lamb, Cody Zeller","Williams, Lee, Lin, Lamb, Zeller",101107-201584-202391-203087-203469,CHA,59.0,1,1.0,,2.0,2.0,,,4.0,1.0,,2.0,,,,,3.0,,,,2.0,2.0,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,97.6271186440678,15.0,14.5,15.0,14.5,0.3333333333333333,0.6666666666666666,,,,,,,,0.3333333333333333,,0.4167,,,13.700000000000001,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,0.3333333333333333,,,0.5,,0.5,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202391-203087-2744,1610612766,"Marvin Williams, Courtney Lee, Jeremy Lin, Jeremy Lamb, Al Jefferson","Williams, Lee, Lin, Lamb, Jefferson",101107-201584-202391-203087-2744,CHA,48.0,1,1.0,-2.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,90.0,14.0,20.0,14.0,20.0,,0.5,,,,,,,,0.5,,0.423525,0.2883,,20.1,23.3,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202689-203087-203469,1610612766,"Marvin Williams, Courtney Lee, Kemba Walker, Jeremy Lamb, Cody Zeller","Williams, Lee, Walker, Lamb, Zeller",101107-201584-202689-203087-203469,CHA,117.0,1,2.0,1.0,3.0,3.0,,,6.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,5.0,4.0,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,5.0,,,1.0,1.0,,1.0,1.25,,1.25,,0.5,,,,,73.84615384615385,13.666666666666666,25.333333333333332,13.666666666666666,23.0,0.5,,0.5,1.0,1.0,1.0,,,,1.0,1.0,0.665975,,,0.2,27.1,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201584-202689-203087-2744,1610612766,"Marvin Williams, Courtney Lee, Kemba Walker, Jeremy Lamb, Al Jefferson","Williams, Lee, Walker, Lamb, Jefferson",101107-201584-202689-203087-2744,CHA,287.0,1,5.0,6.0,12.0,11.0,6.0,,23.0,6.0,4.0,1.0,,1.0,,,10.0,,2.0,3.0,11.0,5.0,6.0,,,2.0,6.0,,1.0,,,3.0,,6.0,4.0,7.0,10.0,,1.0,2.0,1.0,,,3.0,,3.0,,9.0,6.0,6.0,,,,,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.42857142857142855,0.16666666666666666,0.8,0.875,1.0,0.5,115.4006968641115,13.083333333333334,11.818181818181818,11.75,11.545454545454545,0.5,0.08333333333333333,0.08333333333333333,,,,0.6666666666666666,,,0.6666666666666666,,0.5658791666666666,0.5798333333333333,0.5454545454545454,4.8100000000000005,24.55,0.5,1.0,0.08333333333333333,0.1,1.0,1.0,0.5,3.0,3.0,2.0,3.0,1.0,,,4.0,,2.0,2.0,1.0,2.0,,3.0,,2.0,,1.0,1.0,,1.0,0.4,0.3333333333333333,,0.3333333333333333,0.5,0.375,0.5,,1.0,,0.5,0.5,0.25,0.08333333333333333,,0.5,,0.5103,,,2.0,6.0,,3.0,,3.0,,,0.75,1.0,0.5,1.0,1.0,1.0,,,,0.18181818181818182,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-202391-202689,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Jeremy Lin, Kemba Walker","Williams, Batum, Hansbrough, Lin, Walker",101107-201587-201946-202391-202689,CHA,455.0,4,8.0,-9.0,14.0,15.0,6.0,10.0,29.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,2.0,13.0,22.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,4.0,1.0,9.0,5.0,6.0,7.0,,2.0,5.0,1.0,1.0,3.0,1.0,,3.0,1.0,11.0,5.0,6.0,1.0,0.25,0.3333333333333333,0.25,0.6111111111111112,0.375,0.6,0.4,0.4444444444444444,0.7142857142857143,0.5454545454545454,0.8333333333333334,,91.78021978021978,16.285714285714285,15.133333333333333,15.214285714285714,13.333333333333334,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.25,0.25,1.0,0.25,0.75,0.3333333333333333,0.6666666666666666,0.25,0.4879277777777778,0.5980375,0.38461538461538464,10.68,25.4,0.42857142857142855,,,,3.0,3.0,0.6,1.0,1.0,,1.0,,,,4.0,,,2.0,1.0,,,1.0,,,,,1.0,1.0,1.0,0.8,,,,0.3333333333333333,0.25,,0.3333333333333333,,,0.5,0.5,0.1111111111111111,,,,,,2.0,,2.0,6.0,,3.0,1.0,1.0,,,0.75,0.75,1.0,0.25,0.3333333333333333,,1.0,1.0,0.5,0.15384615384615385,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1610612766,2016,2015-16,False
101107-201587-201946-202391-203087,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Jeremy Lin, Jeremy Lamb","Williams, Batum, Hansbrough, Lin, Lamb",101107-201587-201946-202391-203087,CHA,118.0,2,2.0,,3.0,4.0,,,7.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,4.0,,,1.0,1.0,,1.0,0.75,,0.75,,0.5,0.5,0.5,0.5,,85.42372881355932,19.0,15.25,19.0,13.75,,,0.5,1.0,1.0,1.0,,,,0.5,1.0,0.41505000000000003,,,9.8,28.7,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-202689-203077,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Kemba Walker, Michael Kidd-Gilchrist","Williams, Batum, Hansbrough, Walker, Kidd-Gilchrist",101107-201587-201946-202689-203077,CHA,63.0,1,1.0,2.0,2.0,3.0,2.0,,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,1.0,,2.0,,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.5,1.0,1.0,1.0,,114.28571428571428,9.5,14.666666666666666,9.5,14.666666666666666,0.5,,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.643275,0.643275,1.0,1.1,24.7,1.0,1.0,0.3333333333333333,0.5,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-202689-203087,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Kemba Walker, Jeremy Lamb","Williams, Batum, Hansbrough, Walker, Lamb",101107-201587-201946-202689-203087,CHA,61.0,1,1.0,-4.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,3.0,,,,,,,2.0,,,,,,,,,,,,,,94.42622950819673,14.5,16.0,14.5,16.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-202689-203148,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Kemba Walker, Brian Roberts","Williams, Batum, Hansbrough, Walker, Roberts",101107-201587-201946-202689-203148,CHA,261.0,1,4.0,1.0,9.0,8.0,9.0,,17.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,13.0,12.0,7.0,1.0,2.0,2.0,13.0,3.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,2.0,,11.0,13.0,9.0,1.0,0.5,0.5,0.5,0.6111111111111112,0.6111111111111112,0.65,0.65,0.2222222222222222,0.5,0.6666666666666666,0.5,,93.79310344827587,15.333333333333334,15.375,15.333333333333334,13.625,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.2222222222222222,0.5,0.5555555555555556,0.5,0.4422888888888889,0.4422888888888889,1.0,9.428571428571429,27.05,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,4.0,,4.0,4.0,,1.0,,1.0,,,,,1.0,,1.0,0.5714285714285714,0.5714285714285714,,0.5,,0.3333333333333333,,,,,0.6666666666666666,1.0,0.1111111111111111,,,0.6666666666666666,,0.577,1.0,,2.0,4.0,,2.0,1.0,1.0,,,0.5,0.6666666666666666,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,0.5,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,0.14285714285714285,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-202689-203798,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Kemba Walker, PJ Hairston","Williams, Batum, Hansbrough, Walker, Hairston",101107-201587-201946-202689-203798,CHA,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-201946-203077-203148,1610612766,"Marvin Williams, Nicolas Batum, Tyler Hansbrough, Michael Kidd-Gilchrist, Brian Roberts","Williams, Batum, Hansbrough, Kidd-Gilchrist, Roberts",101107-201587-201946-203077-203148,CHA,440.0,1,7.0,9.0,15.0,13.0,12.0,,28.0,9.0,6.0,2.0,1.0,3.0,1.0,2.0,12.0,1.0,3.0,3.0,18.0,9.0,8.0,1.0,2.0,3.0,14.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,7.0,9.0,15.0,,2.0,3.0,3.0,1.0,1.0,7.0,,8.0,,16.0,14.0,12.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.55,0.5,0.5384615384615384,0.2,0.7777777777777778,0.7272727272727273,0.6666666666666666,1.0,91.63636363636364,13.533333333333333,18.23076923076923,11.4,16.46153846153846,0.6,0.13333333333333333,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6,0.2,0.5,0.8,0.3333333333333333,0.56035,0.5314650000000001,0.7777777777777778,4.416666666666667,24.866666666666664,0.8,5.0,0.2777777777777778,0.3333333333333333,1.0,,0.3333333333333333,2.0,4.0,2.0,1.0,,,,6.0,1.0,4.0,10.0,,5.0,1.0,6.0,2.0,1.0,,,,,,0.5,0.5,1.0,0.8333333333333334,,0.625,,,0.8,0.3333333333333333,0.4444444444444444,0.5714285714285714,0.06666666666666667,,,0.3333333333333333,,0.5905400000000001,1.0,,2.0,2.0,,1.0,,1.0,1.0,,0.16666666666666666,0.2,0.14285714285714285,0.5,0.5,,0.5,0.5,,0.1111111111111111,1.0,4.0,1.0,1.0,5.0,2.0,1.0,,0.2,0.16666666666666666,1.0,0.25,1.0,1.0,,0.6666666666666666,0.25,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,1.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.8,,1.0,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
101107-201587-202391-202689-203087,1610612766,"Marvin Williams, Nicolas Batum, Jeremy Lin, Kemba Walker, Jeremy Lamb","Williams, Batum, Lin, Walker, Lamb",101107-201587-202391-202689-203087,CHA,,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2016,2015-16,False
