EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,FoulsDrawn,FTA,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,PenaltyArc3Frequency,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyFtPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Offensive Fouls,Blocked3s,BlockedCorner3,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Corner3Assists,Corner3PctAssisted,SecondChanceFtPoints,BlockedArc3,OffCorner3ReboundPct,Charge Fouls Drawn,Offensive Fouls Drawn,AtRimPctBlocked,DefLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,BadPassOutOfBoundsTurnovers,SecondChanceArc3Accuracy,DefensiveGoaltends,SecondChanceTurnovers,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,Travels,LongMidRangePctBlocked,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1626171-1626192-1628978-203114-203507,1610612749,"Bobby Portis, Pat Connaughton, Donte DiVincenzo, Khris Middleton, Giannis Antetokounmpo","Portis, Connaughton, DiVincenzo, Middleton, Antetokounmpo",1626171-1626192-1628978-203114-203507,MIL,465.0,3,15.0,32.0,4.0,8.0,8.0,1.0,,1.0,1.0,1.0,0.8,1.0,99.09677419354838,1.0,15.266666666666667,15.0,8.0,6.0,17.0,,,,,5.0,,,,2.0,2.0,2.0,2.0,5.0,,3.0,9.0,2.0,6.0,2.0,14.0,8.0,,,,,,,,,6.0,,,5.0,2.0,,2.0,,6.0,,,4.0,,1.0,,1.0,2.0,14.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.4,,,0.4375,,,0.4,,0.6666666666666666,,,,,,0.6666666666666666,13.882352941176471,13.882352941176471,0.3333333333333333,,,,0.13333333333333333,1.0,1.0,0.13333333333333333,0.3333333333333333,0.4,0.4,,,,,0.7333333333333333,0.4,0.48841999999999997,,,,,7.444444444444445,26.71666666666667,,1.0,,,,,,1.0,,1.0,3.0,,,,0.06666666666666667,,,1.0,,,6.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,0.1111111111111111,,1.0,,,1.0,,0.5,0.5,,1.0,,,,0.0625,0.1,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Brook Lopez, Jrue Holiday","Portis, Connaughton, Tucker, Lopez, Holiday",1626171-1626192-200782-201572-201950,MIL,64.0,1,2.0,4.0,,2.0,2.0,,,,,,1.0,,90.0,,21.0,21.0,1.0,,2.0,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,0.5,,1.0,,,,,,1.0,11.0,11.0,,,,,0.5,,,,,,,,,,,0.5,,0.418425,,0.418425,,,4.2,24.0,1.0,1.0,,1.0,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-201950-201952,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Jrue Holiday, Jeff Teague","Portis, Connaughton, Tucker, Holiday, Teague",1626171-1626192-200782-201950-201952,MIL,87.0,1,3.0,5.0,,,1.0,1.0,,1.0,,,,,82.75862068965517,,22.666666666666668,19.333333333333332,1.0,-3.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,2.0,4.0,7.0,1.0,1.0,,2.0,1.0,1.0,4.0,2.0,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,,,1.0,1.0,,,1.0,,9.5,8.5,0.5,1.0,1.0,1.0,,,,,0.5,,,1.0,1.0,,0.5,1.0,,0.703075,,0.703075,0.5,1.0,0.6,26.3,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,0.5,1.0,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-201950-203114,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Jrue Holiday, Khris Middleton","Portis, Connaughton, Tucker, Holiday, Middleton",1626171-1626192-200782-201950-203114,MIL,1240.0,9,42.0,82.0,11.0,15.0,17.0,2.0,1.0,2.0,1.0,0.9166666666666666,0.7777777777777778,0.5,95.2258064516129,0.5,14.095238095238095,13.380952380952381,21.0,-1.0,40.0,7.0,13.0,3.0,6.0,8.0,,,,4.0,8.0,6.0,5.0,12.0,1.0,12.0,22.0,7.0,14.0,7.0,52.0,53.0,1.0,1.0,2.0,5.0,1.0,3.0,8.0,10.0,14.0,9.0,,12.0,5.0,5.0,9.0,2.0,22.0,,2.0,3.0,2.0,4.0,4.0,8.0,8.0,47.0,8.0,7.0,0.4166666666666667,0.4166666666666667,0.5,0.5,0.5454545454545454,1.0,0.3333333333333333,0.625,0.8333333333333334,0.5,0.6666666666666666,0.8333333333333334,0.5714285714285714,0.3888888888888889,0.2,0.5,,0.11764705882352941,,0.25,,0.6666666666666666,16.2,15.525,0.2222222222222222,0.75,0.75,0.3333333333333333,0.2222222222222222,0.5,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,,,0.3333333333333333,,0.6111111111111112,0.4166666666666667,0.47964722222222217,0.5438666666666666,0.44145,0.09615384615384616,0.15384615384615385,8.063636363636364,26.12142857142857,0.175,2.0,1.0,2.0,,2.0,,4.0,1.0,4.0,8.0,,0.3333333333333333,,0.05555555555555555,0.2,,2.0,1.0,3.0,12.0,1.0,4.0,2.0,2.0,1.0,1.0,,2.0,2.0,6.0,,1.0,,0.5714285714285714,0.045454545454545456,0.125,0.5,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.4,,,0.2,0.15384615384615385,0.24,2.0,1.0,,1.0,,,,0.5,1.0,1.0,1.0,,,,3.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Tucker, Holiday, Antetokounmpo",1626171-1626192-200782-201950-203507,MIL,695.0,9,23.0,50.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,0.5,0.5454545454545454,0.3333333333333333,103.59712230215827,1.0,13.695652173913043,12.782608695652174,12.0,4.0,27.0,5.0,14.0,3.0,2.0,3.0,,,2.0,3.0,7.0,2.0,2.0,11.0,3.0,6.0,12.0,2.0,11.0,4.0,22.0,18.0,,,3.0,3.0,1.0,3.0,3.0,2.0,10.0,3.0,,11.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,6.0,8.0,19.0,3.0,5.0,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.5,,0.3333333333333333,0.391304347826087,0.5,0.25,0.4074074074074074,0.5,0.3,0.4782608695652174,0.16666666666666666,0.6,0.1111111111111111,0.13333333333333333,,1.0,0.1111111111111111,0.6666666666666666,14.074074074074074,13.25925925925926,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.08695652173913043,0.4782608695652174,0.18181818181818182,0.18181818181818182,,,1.0,0.5,0.6086956521739131,0.18181818181818182,0.4814681818181818,0.6015,0.44015,0.13636363636363635,0.13636363636363635,8.575000000000001,27.072727272727274,0.18518518518518517,,1.0,1.0,,2.0,,2.0,,1.0,3.0,,0.5,,,0.25,1.0,1.0,,1.0,3.0,,1.0,1.0,,,,1.0,,,3.0,1.0,,1.0,0.5,,,,,,0.5,,0.5,0.5,,0.5,,0.5,,0.11538461538461539,0.2,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-201952-203114,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Jeff Teague, Khris Middleton","Portis, Connaughton, Tucker, Teague, Middleton",1626171-1626192-200782-201952-203114,MIL,222.0,2,8.0,18.0,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,0.75,,116.75675675675676,1.0,14.125,14.0,4.0,,10.0,1.0,,1.0,2.0,4.0,,1.0,,,1.0,1.0,,,,3.0,6.0,,,4.0,10.0,10.0,,1.0,,,,,1.0,2.0,4.0,,,,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,0.5,,,0.5,,,0.5555555555555556,,0.5,,0.3333333333333333,0.6666666666666666,,0.3333333333333333,1.0,,,1.0,10.9,10.8,0.6666666666666666,0.5,0.5,0.5,0.16666666666666666,,,0.16666666666666666,,,,1.0,,,,0.6666666666666666,,0.6352333333333333,0.7691,,,0.1,6.2,,0.1,,,,,,,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,3.0,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-200782-203114-203507,1610612749,"Bobby Portis, Pat Connaughton, P.J. Tucker, Khris Middleton, Giannis Antetokounmpo","Portis, Connaughton, Tucker, Middleton, Antetokounmpo",1626171-1626192-200782-203114-203507,MIL,235.0,5,8.0,14.0,1.0,3.0,4.0,,,,,0.5,0.6,1.0,85.7872340425532,,13.375,13.25,4.0,-6.0,6.0,4.0,3.0,,1.0,2.0,,,1.0,1.0,1.0,,,3.0,,2.0,3.0,,3.0,2.0,6.0,12.0,,,,,1.0,2.0,2.0,2.0,2.0,,,3.0,,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,5.0,3.0,6.0,2.0,4.0,0.5,0.5,,,0.6666666666666666,,0.5,0.3333333333333333,,0.3333333333333333,0.42857142857142855,,0.3333333333333333,0.5,,0.6666666666666666,0.3333333333333333,0.25,,,0.3333333333333333,0.6666666666666666,21.333333333333332,21.333333333333332,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,,0.5,,,,,,0.3333333333333333,0.8333333333333334,,0.554625,,0.5424666666666667,,0.3333333333333333,5.133333333333334,26.53333333333333,0.6666666666666666,,1.0,1.0,,2.0,,2.0,2.0,,2.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.2857142857142857,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201950-201952,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jrue Holiday, Jeff Teague","Portis, Connaughton, Lopez, Holiday, Teague",1626171-1626192-201572-201950-201952,MIL,111.0,1,4.0,7.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,90.8108108108108,,16.25,16.25,2.0,-1.0,3.0,,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,6.0,7.0,,,,,,,,,,,,2.0,2.0,,2.0,,6.0,,,,,,,,,6.0,,,,,1.0,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,15.333333333333334,15.333333333333334,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.51105,,,,,,25.1,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,6.0,,2.0,2.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201950-203114,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jrue Holiday, Khris Middleton","Portis, Connaughton, Lopez, Holiday, Middleton",1626171-1626192-201572-201950-203114,MIL,1296.0,8,50.0,95.0,10.0,14.0,22.0,3.0,1.0,5.0,4.0,0.8333333333333334,0.7368421052631579,1.0,105.55555555555554,0.8,12.18,11.98,22.0,-16.0,45.0,8.0,12.0,7.0,8.0,12.0,3.0,3.0,,3.0,8.0,7.0,5.0,12.0,,13.0,27.0,5.0,13.0,8.0,49.0,65.0,4.0,6.0,,8.0,1.0,1.0,14.0,10.0,16.0,3.0,4.0,12.0,5.0,5.0,9.0,4.0,22.0,3.0,5.0,4.0,8.0,5.0,4.0,7.0,8.0,41.0,14.0,8.0,0.38461538461538464,0.45454545454545453,0.38461538461538464,0.38461538461538464,0.48148148148148145,0.6666666666666666,1.0,0.5125,0.6666666666666666,1.3333333333333333,0.5568181818181818,0.6666666666666666,1.1666666666666667,0.325,0.35714285714285715,0.5714285714285714,0.375,0.36363636363636365,0.4,0.2,0.42857142857142855,0.5,15.266666666666667,14.577777777777778,0.3,0.6666666666666666,0.7272727272727273,0.5,0.2,0.375,0.5,0.175,0.3,0.4166666666666667,0.4166666666666667,0.5,1.0,,,0.625,0.4166666666666667,0.52808125,0.52858,0.5006,0.16326530612244897,0.2857142857142857,8.170370370370371,26.861538461538462,0.17777777777777778,1.0,2.0,2.0,,3.0,,9.0,2.0,2.0,9.0,,1.0,,0.025,0.6666666666666666,,2.0,,6.0,12.0,3.0,4.0,4.0,1.0,,,1.0,6.0,1.0,3.0,1.0,2.0,1.0,0.8,0.1111111111111111,0.25,0.6666666666666666,,0.5,0.7777777777777778,0.3333333333333333,0.2857142857142857,0.2857142857142857,,0.8,,,,0.06976744186046512,0.1,,,2.0,2.0,1.0,2.0,,1.0,,,,1.0,5.0,,,,,,2.0,,,,0.08333333333333333,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Lopez, Holiday, Antetokounmpo",1626171-1626192-201572-201950-203507,MIL,229.0,2,7.0,15.0,,1.0,3.0,,,,,,0.25,,94.32314410480349,,16.142857142857142,15.0,4.0,-6.0,8.0,1.0,2.0,2.0,,1.0,,,,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,,7.0,13.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,1.0,1.0,2.0,,5.0,,2.0,1.0,2.0,,,,,5.0,2.0,1.0,0.5,0.5,0.2,0.2,0.4,1.0,0.5,0.35,0.5,0.5,0.35,0.5,0.5,0.5,0.6666666666666666,1.0,,0.2857142857142857,,1.0,,1.0,14.5,13.0,0.1,,,,0.2,0.5,0.5,0.2,0.3,0.3333333333333333,0.3333333333333333,,,0.5,,0.6,0.3333333333333333,0.48789,0.48455,0.422,0.2857142857142857,0.2857142857142857,10.7,25.46,0.125,2.0,,,1.0,,,,,2.0,3.0,,,0.14285714285714285,0.2,,,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201950-203648,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jrue Holiday, Thanasis Antetokounmpo","Portis, Connaughton, Lopez, Holiday, Antetokounmpo",1626171-1626192-201572-201950-203648,MIL,15.0,1,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,192.0,,8.0,3.0,,3.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,7.0,7.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.51975,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201952-203114,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jeff Teague, Khris Middleton","Portis, Connaughton, Lopez, Teague, Middleton",1626171-1626192-201572-201952-203114,MIL,3.0,1,1.0,1.0,,,,,,,,,,,480.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201572-201952-203648,1610612749,"Bobby Portis, Pat Connaughton, Brook Lopez, Jeff Teague, Thanasis Antetokounmpo","Portis, Connaughton, Lopez, Teague, Antetokounmpo",1626171-1626192-201572-201952-203648,MIL,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,60.4,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201950-201952-203507,1610612749,"Bobby Portis, Pat Connaughton, Jrue Holiday, Jeff Teague, Giannis Antetokounmpo","Portis, Connaughton, Holiday, Teague, Antetokounmpo",1626171-1626192-201950-201952-203507,MIL,464.0,3,15.0,31.0,4.0,6.0,7.0,,,,,0.6666666666666666,0.7142857142857143,1.0,96.20689655172414,,14.533333333333333,14.133333333333333,8.0,-12.0,16.0,11.0,8.0,1.0,,3.0,,1.0,2.0,,1.0,3.0,1.0,4.0,,1.0,7.0,2.0,7.0,,8.0,20.0,,1.0,,,1.0,4.0,5.0,,2.0,,,4.0,1.0,,2.0,,6.0,1.0,,1.0,1.0,,,1.0,2.0,8.0,5.0,11.0,,,0.2857142857142857,0.2857142857142857,0.14285714285714285,,0.25,0.2857142857142857,,0.3125,0.26666666666666666,,0.2777777777777778,0.5,,1.0,0.2,0.1,,,,1.0,15.375,15.3125,0.21428571428571427,,,,0.07142857142857142,,,0.21428571428571427,0.2857142857142857,0.25,0.25,1.0,,,0.25,0.7142857142857143,0.25,0.48480357142857144,,0.4596375,,0.625,9.842857142857143,24.928571428571427,0.6875,3.0,2.0,4.0,,1.0,,2.0,2.0,3.0,6.0,2.0,,,0.21428571428571427,0.25,,1.0,2.0,,6.0,,2.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,0.5,1.0,,0.6,,0.3333333333333333,0.3333333333333333,,1.0,,,0.25,,,1.0,1.0,,1.0,1.0,,,0.25,0.3333333333333333,0.3333333333333333,0.5,,1.0,1.0,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201950-203114-203507,1610612749,"Bobby Portis, Pat Connaughton, Jrue Holiday, Khris Middleton, Giannis Antetokounmpo","Portis, Connaughton, Holiday, Middleton, Antetokounmpo",1626171-1626192-201950-203114-203507,MIL,1598.0,11,52.0,102.0,9.0,16.0,21.0,3.0,,3.0,,0.5625,0.5925925925925926,0.75,91.91489361702128,,14.884615384615385,14.0,27.0,-24.0,50.0,20.0,21.0,3.0,5.0,10.0,,1.0,2.0,5.0,15.0,7.0,2.0,9.0,,14.0,32.0,3.0,11.0,6.0,43.0,67.0,2.0,3.0,1.0,7.0,4.0,11.0,15.0,10.0,18.0,,,8.0,2.0,5.0,8.0,1.0,19.0,1.0,4.0,7.0,5.0,4.0,1.0,8.0,8.0,36.0,15.0,20.0,0.35714285714285715,0.35714285714285715,0.2727272727272727,0.3,0.4375,0.6666666666666666,0.36363636363636365,0.43023255813953487,0.875,0.3235294117647059,0.4673913043478261,0.875,0.39473684210526316,0.2558139534883721,0.2222222222222222,0.6363636363636364,0.16666666666666666,0.20833333333333334,0.1,,0.2,0.7142857142857143,16.48,16.12,0.23255813953488372,0.5,0.625,0.2,0.3488372093023256,0.3333333333333333,0.35714285714285715,0.16279069767441862,0.20930232558139536,0.2222222222222222,0.2222222222222222,0.25,,,0.11764705882352941,0.4883720930232558,0.25,0.4893726190476191,0.538,0.4372375,0.16279069767441862,0.3488372093023256,8.453125,28.89090909090909,0.4,2.0,6.0,6.0,,3.0,,9.0,3.0,7.0,14.0,1.0,0.5,,0.046511627906976744,0.35294117647058826,1.0,4.0,,4.0,9.0,3.0,3.0,2.0,3.0,1.0,,3.0,6.0,3.0,2.0,,3.0,,1.0,0.09375,0.06666666666666667,0.6666666666666666,,0.6,0.4444444444444444,0.6,0.5714285714285714,0.5714285714285714,0.25,1.0,,0.5,,0.06521739130434782,0.058823529411764705,1.0,,1.0,1.0,1.0,,,0.16666666666666666,0.5,0.5,,0.16666666666666666,3.0,,,1.0,1.0,,,,,,0.2,0.6666666666666666,1.0,1.0,1.0,,1.0,,1.0,0.25,1.0,1.0,,1.0,,,,1.0,1.0,1.0,0.08333333333333333,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-201950-203114-203648,1610612749,"Bobby Portis, Pat Connaughton, Jrue Holiday, Khris Middleton, Thanasis Antetokounmpo","Portis, Connaughton, Holiday, Middleton, Antetokounmpo",1626171-1626192-201950-203114-203648,MIL,24.0,1,,1.0,,,,,,,,,,,60.0,,,,,3.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,,3.0,,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,3.0,3.0,1.0,,,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,22.0,22.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.4512,,0.4512,,1.0,,26.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
